day,trips,passenger_count,trip_time_in_secs,trip_distance,fare_amount
14603,42,54,25373,82,383.5
14604,43,64,25592,100,430.5
14605,31,37,25248,98,400.5
14606,36,53,25714,74,362.5
14607,35,37,25408,102,422.5
14608,32,33,25516,102,406.5
14609,41,44,26730,101,428.5
14610,43,46,25788,101,423.5
14611,39,40,25380,95,412.0
14612,38,38,25560,95,407.5
14613,41,41,26160,102,426.5
14614,35,42,25459,88,390.0
14615,46,52,25897,95,423.0
14616,43,43,26040,93,415.5
14617,37,50,25486,73,361.0
14618,45,45,25980,100,444.5
14619,37,37,25740,90,390.0
14620,34,42,25800,83,375.5
14621,40,46,25500,86,401.0
14622,36,37,25200,100,413.0
14623,43,76,25260,95,423.0
14624,40,40,25200,103,428.0
14625,35,58,26220,93,401.5
14626,41,69,25440,104,425.5
14627,37,68,25560,101,425.5
14628,40,78,25920,84,391.5
14629,31,61,25440,114,424.5
14630,30,57,26520,109,434.5
14631,38,62,25200,104,427.5
14632,26,50,25380,106,422.5
14633,40,80,25260,82,397.0
14634,42,65,25560,91,412.0
14635,35,61,26220,109,428.0
14636,43,82,25800,94,441.5
14637,39,70,25380,87,396.0
14638,35,53,25560,106,469.5
14639,31,43,26460,107,425.0
14640,36,47,25320,108,443.5
14641,43,81,26280,98,433.0
14642,37,67,25260,91,415.0
14643,36,64,26760,105,428.5
14644,37,41,25700,122,456.5
14645,37,50,25465,125,479.5
14646,29,37,25548,105,414.5
14647,32,46,25291,103,469.0
14648,33,52,26796,114,487.5
14649,37,59,25723,86,394.5
14650,38,50,25676,128,500.5
14651,38,57,25749,107,452.5
14652,35,43,25237,78,377.0
14653,32,38,27299,123,460.0
14654,33,53,26355,114,466.0
14655,38,47,26146,100,431.5
14656,40,52,25906,89,408.5
14657,39,48,25936,87,403.5
14658,40,56,25284,101,453.0
14659,27,42,25541,95,394.0
14660,32,40,26203,99,425.0
14661,38,52,25488,116,470.5
14662,38,50,26211,100,461.5
14663,30,37,25341,138,530.0
14664,36,43,25585,75,363.5
14665,24,34,27267,154,505.0
14666,28,38,26004,125,461.5
14667,37,49,25655,94,414.0
14668,40,51,25652,85,385.0
14669,36,39,25307,134,495.0
14670,30,40,25819,116,434.5
14671,29,36,25228,101,347.5
14672,41,46,25870,99,422.0
14673,36,42,25210,114,444.0
14674,39,46,25406,98,416.5
14675,36,44,27319,107,436.0
14676,29,35,25229,103,395.5
14677,30,42,25311,109,430.0
14678,46,51,26083,104,454.0
14679,32,34,26012,126,471.0
14680,37,40,25922,117,452.0
14681,39,43,27826,146,522.0
14682,34,36,26264,124,478.0
14683,38,41,25537,152,532.0
14684,40,45,26418,112,490.5
14685,38,44,27268,137,558.5
14686,34,36,25869,177,585.5
14687,39,41,26520,121,569.5
14688,33,37,25200,158,531.5
14689,39,52,25320,88,470.0
14690,32,50,25685,158,529.0
14691,34,35,25920,154,610.5
14692,37,39,25620,125,487.0
14693,38,104,25200,125,529.0
14694,39,81,26100,106,497.5
14695,41,96,25320,104,532.5
14696,42,118,25200,105,487.5
14697,30,84,25740,98,414.5
14698,42,123,25260,85,435.5
14699,35,105,26700,128,475.5
14700,37,91,25368,104,431.5
14701,44,113,26463,105,549.5
14702,39,89,25442,77,468.5
14703,41,104,25976,95,638.5
14704,42,117,26280,98,444.5
14705,40,116,26100,103,624.5
14706,46,121,25740,95,528.0
14707,38,120,25500,83,478.5
14708,40,67,25630,98,423.0
14709,43,66,25414,99,426.5
14710,35,67,25712,108,428.0
14711,50,83,25810,118,488.5
14712,47,64,25484,101,429.5
14713,40,80,25279,106,477.0
14714,45,81,25550,94,421.5
14715,34,48,25474,116,438.5
14716,33,46,25220,100,407.0
14717,39,56,25898,93,400.0
14718,36,43,25419,113,441.5
14719,39,55,25424,105,426.5
14720,33,47,25630,110,437.0
14721,45,59,25526,89,417.5
14722,37,47,25455,93,393.0
14723,38,81,25253,104,427.0
14724,33,57,25589,120,442.5
14725,47,66,25298,101,528.0
14726,40,103,25257,94,402.0
14727,35,55,25622,112,443.0
14728,37,66,25318,101,415.0
14729,35,49,25531,105,428.5
14730,33,95,25604,97,398.5
14731,37,114,25620,78,371.0
14732,42,147,25380,85,389.0
14733,44,142,26220,99,435.0
14734,38,121,25260,75,367.0
14735,44,143,25380,89,408.0
14736,33,99,25796,81,386.0
14737,39,82,25318,107,436.5
14738,36,97,25440,100,413.0
14739,41,120,25680,74,378.0
14740,39,105,25440,76,420.0
14741,36,42,25620,107,427.5
14742,42,42,25680,101,419.0
14743,42,42,25800,104,436.5
14744,50,50,25740,108,459.0
14745,42,96,25534,100,428.5
14746,41,91,25380,83,394.0
14747,44,44,25800,105,435.5
14748,39,52,25620,97,414.5
14749,41,41,25260,114,450.0
14750,44,44,25440,128,495.5
14751,34,34,26220,132,465.5
14752,47,47,25680,114,458.0
14753,45,50,25819,111,458.5
14754,39,39,25852,124,470.0
14755,41,45,25216,102,419.5
14756,39,39,26280,119,457.5
14757,45,50,26151,103,452.5
14758,37,40,25503,79,459.0
14759,51,54,25529,96,437.0
14760,43,43,25556,99,446.5
14761,44,49,25434,99,428.5
14762,36,46,25554,151,405.0
14763,38,38,25275,85,395.0
14764,45,46,25457,107,451.0
14765,40,47,25722,97,401.0
14766,41,46,25373,103,422.0
14767,40,45,25735,87,373.5
14768,40,49,25342,113,424.0
14769,45,51,25386,105,451.0
14770,42,55,25870,92,405.0
14771,42,54,25228,123,428.5
14772,37,49,26811,106,452.0
14773,25,29,25365,65,275.5
14774,45,49,25333,124,518.5
14775,49,63,25900,89,420.5
14776,36,55,26926,78,364.5
14777,40,55,25494,111,406.0
14778,29,32,25373,157,428.0
14779,36,49,25543,89,395.0
14780,29,36,25276,147,490.5
14781,29,32,25239,120,472.0
14782,33,40,25437,100,483.0
14783,31,36,25359,174,495.5
14784,32,36,27561,136,467.0
14785,29,29,25260,140,499.5
14786,25,25,25980,120,456.0
14787,28,28,28080,158,577.5
14788,29,29,25740,124,444.5
14789,27,27,25380,122,436.0
14790,26,26,25200,144,483.0
14791,31,31,25260,132,455.0
14792,21,21,26580,140,438.5
14793,28,28,25560,150,504.5
14794,31,31,25500,114,421.0
14795,37,46,27559,108,502.0
14796,25,25,25440,149,505.0
14797,23,23,26100,134,457.0
14798,31,54,25320,95,387.0
14799,32,117,25320,113,430.5
14800,34,76,26300,125,474.0
14801,38,39,26400,131,623.0
14802,33,50,25620,114,434.5
14803,46,113,25260,125,553.5
14804,30,172,25560,126,453.0
14805,36,162,25320,117,449.0
14806,29,163,25500,181,569.5
14807,32,177,25440,143,492.5
14808,32,177,26880,157,523.0
14809,39,157,26040,151,543.0
14810,29,167,26460,163,515.5
14811,32,182,25740,144,505.5
14812,29,153,25260,171,543.5
14813,32,173,26160,150,517.5
14814,30,127,26640,159,570.0
14815,35,190,26100,129,471.5
14816,28,156,25560,150,568.0
14817,38,122,25920,121,466.0
14818,43,140,25200,149,535.0
14819,35,153,26160,138,500.5
14820,39,39,25380,112,448.5
14821,33,95,25320,115,447.0
14822,41,64,25500,108,433.5
14823,51,51,25260,108,461.5
14824,28,100,25980,107,420.0
14825,29,29,25500,98,382.5
14826,39,39,26160,98,414.0
14827,41,41,25200,96,420.0
14828,39,39,25860,110,468.0
14829,32,33,25593,106,413.5
14830,37,40,25277,99,411.0
14831,30,42,26081,136,478.5
14832,31,43,25884,107,426.5
14833,31,36,25745,96,414.5
14834,27,36,27242,132,418.5
14835,32,38,25697,130,461.0
14836,33,34,26071,109,456.5
14837,28,38,25355,72,337.5
14838,29,39,26308,166,545.0
14839,35,47,25455,97,399.5
14840,27,37,26467,137,507.0
14841,27,41,25831,119,433.0
14842,28,45,25621,111,431.5
14843,38,59,26754,143,475.0
14844,31,43,25698,129,469.5
14845,37,51,26475,120,460.5
14846,45,66,25484,124,511.0
14847,41,50,26504,126,473.5
14848,47,65,26475,118,481.5
14849,43,64,25433,92,427.0
14850,30,47,26392,115,432.5
14851,42,58,25302,87,449.5
14852,37,44,25610,105,435.5
14853,36,47,25646,110,471.0
14854,32,43,25681,86,417.0
14855,33,39,25354,98,418.5
14856,39,51,25415,104,454.0
14857,47,52,26335,113,483.0
14858,42,44,25464,90,417.0
14859,42,49,25795,104,494.0
14860,45,54,25380,90,507.0
14861,46,57,25555,88,399.5
14862,38,50,25343,82,389.5
14863,37,48,26156,97,436.0
14864,40,42,25517,90,452.5
14865,40,44,25418,92,413.0
14866,40,40,25363,98,431.5
14867,38,45,25399,88,499.5
14868,40,47,25872,109,470.5
14869,44,47,25704,144,448.5
14870,48,50,26977,134,472.0
14871,42,45,25508,102,437.5
14872,44,46,25470,102,435.0
14873,40,40,25664,100,426.5
14874,47,50,25389,72,384.5
14875,34,37,25377,117,458.0
14876,34,36,25935,101,421.0
14877,40,42,25589,98,426.5
14878,40,41,25371,142,425.0
14879,35,35,25319,101,412.5
14880,45,46,25663,146,448.0
14881,39,41,25353,106,446.5
14882,43,45,25239,97,438.0
14883,32,33,25281,104,419.0
14884,32,32,25803,106,429.5
14885,39,42,25272,96,420.0
14886,28,28,27204,150,521.0
14887,36,37,25362,112,465.5
14888,36,36,25223,85,401.0
14889,28,28,26502,91,393.5
14890,28,28,25311,133,488.5
14891,31,31,25541,98,406.5
14892,25,25,25400,91,385.5
14893,33,34,26363,116,476.5
14894,36,36,25532,113,449.5
14895,42,43,25432,101,444.0
14896,34,35,25217,103,514.0
14897,35,35,25598,70,338.5
14898,39,39,25242,96,388.5
14899,41,41,25749,91,413.5
14900,32,32,25200,94,392.5
14901,32,32,25438,103,414.0
14902,31,31,25312,82,375.0
14903,36,36,25589,85,397.0
14904,45,45,26002,98,433.5
14905,39,39,25673,89,400.0
14906,37,37,25624,84,385.0
14907,39,39,25356,126,478.5
14908,39,39,25569,89,401.0
14909,38,38,26218,106,440.0
14910,52,52,25723,98,449.0
14911,39,43,25350,93,441.5
14912,39,39,25821,113,451.0
14913,39,39,26039,93,412.5
14914,39,40,25577,84,398.5
14915,44,50,25860,114,463.0
14916,47,49,29486,103,454.0
14917,48,53,25296,103,449.5
14918,32,34,25672,106,419.0
14919,39,39,25759,108,449.5
14920,49,54,26001,86,419.5
14921,33,33,25636,94,417.0
14922,45,45,26269,84,423.5
14923,45,45,25790,82,400.5
14924,44,46,25995,106,451.0
14925,43,52,26430,110,456.5
14926,40,44,25419,73,384.0
14927,40,52,25400,98,418.0
14928,35,38,25332,101,415.0
14929,44,50,25404,100,424.0
14930,40,42,25410,89,399.5
14931,41,45,25334,98,433.5
14932,49,51,26030,108,456.5
14933,35,39,27634,134,494.5
14934,41,42,25640,97,414.0
14935,39,50,25431,102,438.5
14936,43,48,25386,114,607.0
14937,29,30,25429,93,397.5
14938,35,36,25481,106,425.0
14939,37,40,28626,113,451.0
14940,40,41,26175,101,434.5
14941,33,35,26142,98,588.5
14942,35,39,25775,106,426.0
14943,36,36,26573,119,465.0
14944,41,49,25319,106,444.5
14945,37,40,25914,107,422.5
14946,36,44,25622,103,521.5
14947,32,38,25246,108,426.0
14948,38,52,25645,98,509.0
14949,40,55,25343,101,449.5
14950,36,53,26453,84,485.0
14951,36,42,25339,93,396.5
14952,35,48,25714,86,392.0
14953,39,66,25836,91,379.0
14954,37,42,25455,98,461.0
14955,36,58,25544,98,534.0
14956,42,62,25883,88,437.0
14957,35,55,25976,88,385.0
14958,41,54,25248,100,433.5
14959,34,50,25938,112,532.0
14960,34,48,26715,113,464.5
14961,38,59,25793,89,398.5
14962,28,47,25338,76,350.5
14963,38,51,25740,82,385.0
14964,28,42,25353,105,401.5
14965,36,49,26755,119,478.5
14966,26,40,25686,92,375.0
14967,31,45,25736,92,389.0
14968,42,58,25280,91,452.0
14969,36,58,26600,122,485.0
14970,32,46,25335,112,427.0
14971,37,52,26024,136,488.5
14972,30,51,25710,110,421.5
14973,41,61,25386,95,404.5
14974,36,65,25571,110,430.0
14975,34,56,25601,101,425.0
14976,36,54,25511,96,414.0
14977,30,39,25545,96,394.0
14978,38,55,25494,92,405.0
14979,41,64,25777,113,448.5
14980,30,44,25480,119,468.0
14981,43,64,26034,113,456.5
14982,33,53,25349,101,392.5
14983,41,57,27242,104,439.5
14984,41,59,25576,90,405.5
14985,40,58,26194,123,472.0
14986,34,49,26613,91,396.5
14987,40,43,25554,95,419.5
14988,38,41,25286,94,406.0
14989,38,56,25491,101,422.0
14990,27,28,26617,137,481.5
14991,31,31,25297,101,441.0
14992,36,39,25507,111,443.0
14993,34,34,25464,92,411.5
14994,35,41,25951,101,414.5
14995,39,43,25536,84,411.0
14996,38,57,25995,97,416.5
14997,23,23,25378,90,365.5
14998,36,36,26176,101,423.5
14999,44,49,25278,104,530.5
15000,36,37,26223,102,426.5
15001,43,44,25435,69,374.5
15002,40,45,26713,104,447.0
15003,42,43,25344,102,486.0
15004,37,38,25318,98,413.0
15005,40,49,25499,114,463.0
15006,36,36,25325,110,436.5
15007,43,44,25226,85,408.5
15008,37,37,26117,136,500.0
15009,40,40,25612,90,400.0
15010,37,44,25218,104,433.0
15011,46,47,26232,102,498.5
15012,27,27,25800,158,586.0
15013,37,39,25801,115,449.5
15014,44,90,27660,117,503.0
15015,23,27,25800,144,491.0
15016,23,23,25680,136,479.5
15017,42,44,25472,110,443.0
15018,29,29,25680,156,564.0
15019,34,46,25200,97,420.5
15020,48,163,25560,96,447.0
15021,38,157,25980,110,429.5
15022,38,95,25260,116,459.0
15023,40,193,25260,104,425.5
15024,36,127,25560,97,406.5
15025,41,205,25200,96,414.0
15026,34,170,25500,92,391.0
15027,44,220,25380,93,420.5
15028,39,195,25620,104,429.0
15029,41,205,25980,110,441.5
15030,37,185,25800,127,479.5
15031,47,235,25560,98,427.5
15032,37,141,25260,99,411.0
15033,37,185,25260,104,415.0
15034,38,190,25260,113,441.5
15035,37,185,30840,121,489.5
15036,41,205,25260,95,406.0
15037,35,175,25800,91,395.0
15038,33,121,25320,119,439.5
15039,39,195,25560,100,422.5
15040,42,150,25200,102,434.0
15041,37,97,25380,97,412.0
15042,43,115,26880,99,437.0
15043,39,91,25200,99,425.0
15044,37,142,25560,97,404.5
15045,44,48,25800,93,424.0
15046,50,50,25440,108,493.5
15047,45,89,25980,118,463.5
15048,45,81,25440,95,419.5
15049,41,77,26160,92,417.0
15050,40,40,25860,97,428.0
15051,32,32,25920,122,444.5
15052,36,36,25440,111,428.0
15053,43,43,25380,110,446.0
15054,43,43,25500,107,432.0
15055,37,37,25320,111,436.0
15056,46,46,25860,124,472.5
15057,40,40,26040,119,448.5
15058,41,41,25200,102,422.5
15059,42,42,25620,102,420.5
15060,44,44,25380,99,419.5
15061,35,35,25620,100,406.5
15062,38,38,25200,77,373.5
15063,38,38,25260,65,350.0
15064,36,36,26400,80,382.5
15065,38,38,25260,67,345.5
15066,47,47,25260,91,485.5
15067,44,44,25560,70,367.0
15068,44,44,25620,99,419.0
15069,37,37,25860,84,391.0
15070,42,42,26460,67,366.0
15071,40,40,25380,70,363.5
15072,30,30,25380,56,315.0
15073,43,43,25440,63,361.5
15074,32,32,25800,61,342.0
15075,35,36,25800,84,378.5
15076,38,38,25380,84,385.0
15077,38,38,25860,109,448.5
15078,35,35,25200,71,355.5
15079,35,36,25860,129,474.5
15080,45,51,25588,95,426.0
15081,38,39,26141,88,436.0
15082,39,41,25452,100,415.0
15083,30,33,26395,102,477.5
15084,37,40,25981,96,421.0
15085,32,35,25297,100,445.5
15086,35,47,25980,70,462.0
15087,32,44,25694,111,451.5
15088,31,48,25539,52,411.0
15089,31,37,25255,65,404.0
15090,36,47,25576,84,417.0
15091,22,35,25495,85,388.0
15092,19,26,26231,119,425.5
15093,34,44,25680,93,433.5
15094,29,37,26511,73,517.5
15095,30,44,25442,123,433.0
15096,24,32,26159,96,435.5
15097,21,28,25938,68,480.0
15098,31,41,26937,64,433.5
15099,25,37,25590,97,456.0
15100,28,36,25639,76,430.0
15101,29,41,26036,67,377.5
15102,34,49,25569,69,384.0
15103,20,24,25368,69,396.5
15104,32,43,25687,80,441.5
15105,33,49,26134,79,409.0
15106,22,32,29032,132,491.5
15107,39,59,25238,112,464.0
15108,40,56,25610,125,483.0
15109,37,52,25481,121,462.5
15110,24,30,26625,63,449.0
15111,28,41,25829,105,436.0
15112,39,54,25618,121,469.0
15113,37,43,25636,69,448.5
15114,35,51,26093,117,457.0
15115,44,60,26126,119,480.5
15116,35,50,25487,126,471.0
15117,38,57,25349,101,427.5
15118,29,37,25496,108,419.5
15119,31,44,25528,120,437.5
15120,25,32,25519,145,537.0
15121,32,43,25535,129,489.5
15122,32,40,26187,140,485.0
15123,34,49,26355,113,485.0
15124,35,47,25513,106,428.0
15125,23,34,26854,139,473.5
15126,33,48,25581,109,451.5
15127,32,56,25256,82,373.5
15128,38,56,26786,90,420.0
15129,27,38,25233,108,400.5
15130,33,45,25267,106,426.5
15131,26,37,25362,96,396.0
15132,33,48,25416,82,376.5
15133,37,51,25966,104,431.5
15134,34,42,25207,94,402.0
15135,33,45,25801,87,388.5
15136,33,42,25690,71,360.0
15137,30,44,25285,93,385.0
15138,43,57,25712,84,414.5
15139,36,42,25350,73,354.5
15140,35,53,25353,74,371.5
15141,37,45,25799,79,400.5
15142,51,55,25230,88,428.5
15143,40,55,25630,114,459.5
15144,40,47,25758,97,431.5
15145,41,47,26016,90,419.0
15146,37,42,25759,113,425.5
15147,36,45,25422,83,390.0
15148,30,38,26634,114,443.0
15149,38,38,25768,86,406.5
15150,36,36,25759,104,449.0
15151,40,44,25526,73,351.0
15152,42,43,25800,79,389.5
15153,35,43,25754,100,430.5
15154,39,41,25899,103,446.5
15155,41,52,25364,95,428.5
15156,45,66,27071,100,458.0
15157,36,47,26380,112,442.0
15158,44,55,25715,96,428.5
15159,39,57,25571,82,391.0
15160,39,53,25718,101,432.5
15161,36,52,25499,94,406.5
15162,39,51,25597,114,481.5
15163,39,56,25721,84,401.5
15164,30,111,25656,118,529.0
15165,37,149,27154,133,487.0
15166,37,81,25377,116,442.5
15167,36,83,25525,111,448.0
15168,37,82,26166,113,462.0
15169,41,146,25710,111,446.0
15170,31,137,25622,126,448.5
15171,34,170,25200,130,475.5
15172,32,156,25500,153,534.5
15173,34,100,25297,123,515.0
15174,35,159,25260,131,476.5
15175,30,102,27240,124,461.5
15176,31,41,25603,96,376.5
15177,41,149,25718,117,458.0
15178,43,85,25338,100,426.0
15179,36,55,25860,87,391.0
15180,42,82,25320,115,455.5
15181,42,146,25380,132,511.0
15182,36,37,26760,101,431.5
15183,25,25,25680,109,416.0
15184,35,87,25500,94,396.0
15185,45,56,25620,90,409.0
15186,27,27,26220,111,409.5
15187,40,51,26100,100,459.0
15188,34,34,25380,98,406.5
15189,30,30,26040,110,415.5
15190,30,30,26040,97,401.5
15191,37,37,25380,102,419.5
15192,31,70,25200,92,387.5
15193,30,30,25260,114,429.5
15194,35,35,25320,81,379.5
15195,34,34,25320,107,425.5
15196,36,36,25500,89,396.0
15197,28,28,25500,86,370.5
15198,37,37,25200,91,393.5
15199,34,36,25680,86,382.0
15200,38,38,25440,100,409.5
15201,38,38,25860,101,426.5
15202,33,33,25440,115,444.0
15203,41,41,25440,118,472.0
15204,40,41,26220,89,410.0
15205,37,38,25320,97,410.5
15206,38,38,26160,115,456.5
15207,40,40,25440,107,432.5
15208,34,34,25260,103,414.0
15209,42,42,25680,108,444.0
15210,39,39,26280,102,417.5
15211,36,36,25380,83,371.5
15212,39,39,25740,104,439.0
15213,39,39,25260,91,395.5
15214,40,40,27420,101,434.5
15215,41,41,25560,105,437.5
15216,36,36,25320,93,395.0
15217,35,36,25260,100,402.0
15218,38,38,25200,92,393.0
15219,36,46,25735,94,409.5
15220,38,38,25860,94,403.0
15221,33,36,25769,79,370.0
15222,41,49,25252,104,439.0
15223,37,45,25858,115,462.0
15224,38,38,25620,91,450.0
15225,40,42,25480,102,425.0
15226,31,31,25260,98,396.5
15227,46,61,25315,94,424.0
15228,30,43,25778,136,494.0
15229,37,47,25213,95,413.0
15230,40,60,25993,116,472.5
15231,30,44,26137,87,388.5
15232,32,47,25246,107,425.0
15233,24,34,25903,199,622.0
15234,39,55,25779,102,436.5
15235,30,44,27344,103,416.5
15236,39,59,25414,123,480.5
15237,27,48,26011,137,486.5
15238,34,50,25211,130,490.0
15239,36,56,26085,125,476.0
15240,23,34,26869,136,444.0
15241,31,46,26084,101,422.0
15242,33,50,25279,104,482.0
15243,32,52,26399,88,393.0
15244,28,47,25732,115,442.0
15245,29,82,25672,95,389.0
15246,38,95,25409,99,588.0
15247,33,80,26749,127,490.5
15248,30,40,25729,117,464.0
15249,27,67,25887,109,430.0
15250,31,71,25680,99,399.5
15251,36,93,25440,99,412.5
15252,35,83,25440,86,375.0
15253,36,86,25523,115,450.5
15254,33,62,25570,124,472.0
15255,16,16,25320,146,453.0
15256,34,81,26391,101,419.5
15257,42,138,25790,74,406.5
15258,44,106,25496,81,393.0
15259,29,41,25920,82,346.0
15260,26,26,26160,139,458.5
15261,25,30,25260,127,432.5
15262,24,35,25200,127,426.0
15263,25,25,27240,173,554.5
15264,22,33,25860,142,485.0
15265,36,176,25260,99,412.5
15266,29,174,25440,101,399.0
15267,26,92,26100,121,447.5
15268,36,216,25800,82,383.5
15269,24,29,25980,154,503.5
15270,37,103,25620,111,443.0
15271,31,131,25620,98,392.0
15272,27,162,25980,111,423.0
15273,38,228,25560,91,402.0
15274,35,205,25200,109,478.5
15275,33,198,26160,110,431.5
15276,33,198,25620,86,384.0
15277,25,65,25920,150,496.0
15278,39,199,25440,87,402.5
15279,37,161,25200,115,455.5
15280,37,62,26880,131,492.5
15281,34,99,25440,111,449.5
15282,39,169,26520,110,457.0
15283,39,39,26040,122,480.0
15284,40,46,27420,103,425.5
15285,37,117,25740,120,500.5
15286,41,41,25620,95,419.5
15287,35,36,25980,99,406.5
15288,40,40,25200,130,476.5
15289,41,41,25260,100,425.5
15290,44,69,25440,100,433.5
15291,38,38,25560,108,429.0
15292,41,43,25200,107,428.0
15293,50,50,25440,89,416.0
15294,42,42,26340,125,524.5
15295,45,45,26400,117,474.0
15296,41,45,25380,96,464.0
15297,42,42,25320,72,372.5
15298,40,53,25560,114,438.0
15299,40,58,25680,112,465.5
15300,34,39,25260,100,408.5
15301,35,35,25920,100,547.11
15302,47,53,25260,79,394.5
15303,38,58,25680,89,398.5
15304,37,100,25440,120,481.5
15305,38,96,25200,109,494.0
15306,32,94,25620,103,397.5
15307,32,48,25740,71,349.0
15308,38,104,25500,91,391.5
15309,32,96,25440,98,401.5
15310,38,112,25320,92,406.5
15311,38,114,25980,96,408.5
15312,42,126,25200,77,387.5
15313,38,115,25860,106,425.5
15314,39,111,26940,116,479.0
15315,30,82,25200,113,426.0
15316,35,105,25800,95,408.5
15317,43,116,25620,80,395.0
15318,41,111,25500,81,385.5
15319,36,89,25380,95,432.0
15320,36,61,25380,98,414.5
15321,38,76,25200,91,408.0
15322,41,83,25200,94,420.5
15323,34,98,26123,107,424.5
15324,39,93,25500,80,389.5
15325,43,89,25359,88,399.0
15326,32,59,25573,102,416.5
15327,35,61,25271,72,363.0
15328,40,58,25394,80,386.0
15329,32,42,25447,90,384.5
15330,32,74,26019,102,419.5
15331,29,63,25885,69,348.0
15332,36,63,25631,79,378.0
15333,36,60,25451,79,368.5
15334,42,60,26096,91,427.0
15335,38,59,25511,89,425.8
15336,40,54,25203,89,405.5
15337,41,54,26504,95,423.5
15338,37,43,25833,126,479.0
15339,42,56,25200,106,577.0
15340,32,51,25505,102,417.0
15341,42,57,25563,96,477.5
15342,35,39,26499,111,443.5
15343,41,49,25634,132,494.5
15344,40,41,25768,103,432.0
15345,38,44,26225,113,468.5
15346,38,49,25710,97,441.5
15347,40,46,25985,95,418.0
15348,47,49,25783,85,418.5
15349,43,45,26555,94,428.5
15350,32,37,25716,99,437.0
15351,37,48,25687,113,470.0
15352,37,39,26065,147,518.5
15353,38,41,26058,108,443.0
15354,35,41,25864,87,388.5
15355,40,47,26022,101,434.5
15356,25,30,25632,194,569.5
15357,42,61,25313,100,433.5
15358,42,46,25355,111,449.0
15359,41,55,26829,94,559.0
15360,40,43,25435,102,439.5
15361,39,85,25249,114,442.5
15362,43,138,25740,102,482.5
15363,39,95,26125,121,482.5
15364,46,132,25332,121,536.0
15365,43,114,25910,99,423.5
15366,45,142,25260,105,472.5
15367,46,135,25556,92,414.0
15368,36,113,25560,109,432.5
15369,43,65,26004,96,438.0
15370,41,102,25533,115,501.0
15371,48,156,25260,104,539.5
15372,51,164,25320,106,449.5
15373,49,163,25560,103,476.0
15374,49,161,25380,92,431.5
15375,52,179,25320,117,474.5
15376,42,142,25440,96,414.0
15377,48,165,25380,101,534.0
15378,50,168,25500,98,445.5
15379,48,161,25260,102,438.0
15380,56,183,25680,105,464.5
15381,48,177,25440,96,438.0
15382,51,192,26220,111,458.5
15383,52,181,26340,112,469.0
15384,41,155,25380,97,441.5
15385,44,148,25200,86,432.5
15386,39,120,25440,96,404.0
15387,57,192,25380,94,440.0
15388,58,202,25680,104,466.5
15389,42,136,25200,89,401.0
15390,48,148,25200,85,415.0
15391,51,164,25200,87,419.5
15392,41,126,25500,105,436.0
15393,47,136,25440,96,416.5
15394,50,180,26460,116,469.5
15395,45,141,25260,110,468.0
15396,34,128,25860,96,414.5
15397,44,160,25440,94,424.0
15398,42,146,25440,95,422.0
15399,39,158,25320,87,392.5
15400,38,162,25740,97,418.0
15401,45,156,25680,82,402.5
15402,41,154,25620,90,433.5
15403,45,198,25740,92,414.0
15404,42,181,26520,93,425.0
15405,37,164,27600,123,469.0
15406,36,161,25800,112,449.5
15407,34,149,25260,112,433.0
15408,43,189,25380,94,419.0
15409,39,175,25800,96,423.0
15410,33,145,26400,102,426.5
15411,29,120,25320,118,449.0
15412,35,157,27480,120,468.5
15413,36,153,25920,89,406.5
15414,32,145,25200,103,420.5
15415,43,112,25500,128,495.0
15416,30,125,25620,131,475.5
15417,43,97,25440,123,508.5
15418,39,92,25620,113,441.0
15419,37,125,26160,118,486.0
15420,40,102,25980,110,441.5
15421,42,84,25740,121,476.5
15422,37,75,26280,118,445.5
15423,39,78,25440,123,470.0
15424,42,84,25260,117,457.5
15425,35,71,26100,150,514.0
15426,35,70,25740,106,427.0
15427,33,64,25472,132,471.5
15428,36,71,25260,109,435.5
15429,35,69,25620,112,440.5
15430,45,92,25980,126,479.0
15431,42,72,25425,113,450.5
15432,49,84,25253,105,451.0
15433,34,52,25424,77,334.0
15434,39,54,25415,117,392.5
15435,36,56,25779,90,389.5
15436,45,77,25612,101,437.0
15437,29,50,25431,106,333.0
15438,44,57,25559,83,406.5
15439,33,44,25703,165,412.5
15440,36,54,25318,80,379.0
15441,44,64,25721,84,405.5
15442,41,65,25563,78,390.5
15443,38,56,26039,96,420.0
15444,33,57,25443,87,384.5
15445,36,45,25597,130,475.0
15446,39,50,25891,117,376.5
15447,38,48,25481,94,418.0
15448,43,58,25935,101,437.0
15449,36,36,25201,122,460.5
15450,45,62,25777,110,458.0
15451,33,33,25292,108,430.5
15452,39,59,25675,95,408.5
15453,35,44,25285,88,396.0
15454,39,39,25731,132,553.0
15455,48,48,26504,115,487.5
15456,45,45,25564,116,463.0
15457,39,41,25648,106,426.0
15458,49,49,25415,99,440.5
15459,34,39,25596,107,427.5
15460,36,44,25443,91,403.5
15461,32,34,25678,90,415.5
15462,39,42,25428,114,447.5
15463,41,44,25205,87,408.0
15464,40,44,25586,107,444.5
15465,39,43,25843,100,420.0
15466,47,48,25494,94,433.0
15467,28,30,25275,90,323.0
15468,33,38,25801,112,432.5
15469,49,51,25628,93,437.5
15470,40,43,25352,155,444.0
15471,41,45,26262,92,417.5
15472,49,53,25359,99,450.5
15473,44,48,25874,118,477.0
15474,49,57,25481,100,436.0
